Size,Insertion/Deletion Frequency,Search Randomness,Search Prediction,Data Structure
1488,0.31,0.029,11,SINGLY_LINKED_LIST
4992,0.832,0.421,70,SINGLY_LINKED_LIST
2352,0.392,0.015,4,SINGLY_LINKED_LIST
2448,0.51,0.003,22,SEQUENCE
3168,0.528,0.077,32,SINGLY_LINKED_LIST
22896,0.954,0.082,167,SEQUENCE
38832,0.809,0.169,753,HASH_MAP
9936,0.414,0.105,105,SEQUENCE
1392,0.58,0.055,9,SINGLY_LINKED_LIST
30576,0.637,0.47,442,HASH_MAP
22032,0.459,0.208,136,HASH_MAP
20112,0.419,0.234,414,HASH_MAP
7536,0.314,0.37,51,SINGLY_LINKED_LIST
11472,0.478,0.306,169,HASH_MAP
14064,0.293,0.205,157,HASH_MAP
4848,0.404,0.266,48,SINGLY_LINKED_LIST
31824,0.663,0.267,272,HASH_MAP
2448,0.408,0.214,27,SINGLY_LINKED_LIST
7248,0.755,0.152,17,SINGLY_LINKED_LIST
22992,0.958,0.431,193,SINGLY_LINKED_LIST
3408,0.355,0.104,64,SEQUENCE
912,0.038,0.392,10,SINGLY_LINKED_LIST
96,0.4,0.142,0,SINGLY_LINKED_LIST
7728,0.161,0.07,24,TREE_MAP
7632,0.159,0.106,126,TREE_MAP
11088,0.231,0.108,118,TREE_MAP
24624,0.513,0.431,345,SEQUENCE
33552,0.699,0.224,312,HASH_MAP
2928,0.244,0.446,59,SINGLY_LINKED_LIST
18576,0.774,0.206,67,SINGLY_LINKED_LIST
34128,0.711,0.193,463,TREE_MAP
45744,0.953,0.433,458,HASH_MAP
4176,0.87,0.068,27,SINGLY_LINKED_LIST
23568,0.982,0.112,415,SINGLY_LINKED_LIST
384,0.064,0.459,5,SEQUENCE
1872,0.78,0.032,14,SEQUENCE
7152,0.745,0.268,142,TREE_MAP
10416,0.868,0.059,199,SINGLY_LINKED_LIST
8304,0.346,0.003,48,SINGLY_LINKED_LIST
15504,0.323,0.269,61,TREE_MAP
14064,0.293,0.014,155,TREE_MAP
17808,0.742,0.328,146,HASH_MAP
13392,0.558,0.254,54,SINGLY_LINKED_LIST
1296,0.54,0.178,15,SINGLY_LINKED_LIST
8688,0.362,0.273,133,HASH_MAP
1296,0.216,0.255,20,SINGLY_LINKED_LIST
6192,0.129,0.372,6,HASH_MAP
32592,0.679,0.37,108,SINGLY_LINKED_LIST
2736,0.456,0.329,41,SEQUENCE
48,0.005,0.019,1,HASH_MAP
10992,0.229,0.235,19,SEQUENCE
19824,0.826,0.006,341,TREE_MAP
816,0.425,0.398,11,SINGLY_LINKED_LIST
4656,0.388,0.294,80,HASH_MAP
8112,0.338,0.251,128,TREE_MAP
2064,0.043,0.325,37,HASH_MAP
432,0.9,0.109,9,SINGLY_LINKED_LIST
16176,0.337,0.05,215,HASH_MAP
6192,0.645,0.164,122,SINGLY_LINKED_LIST
28848,0.601,0.225,162,HASH_MAP
16752,0.698,0.355,263,HASH_MAP
4464,0.093,0.34,54,SINGLY_LINKED_LIST
34416,0.717,0.423,68,SINGLY_LINKED_LIST
21552,0.898,0.065,262,SINGLY_LINKED_LIST
21264,0.443,0.048,222,TREE_MAP
31824,0.663,0.396,216,HASH_MAP
6384,0.266,0.235,100,SINGLY_LINKED_LIST
20592,0.429,0.079,29,TREE_MAP
11088,0.231,0.433,79,TREE_MAP
4752,0.396,0.32,90,SINGLY_LINKED_LIST
7824,0.815,0.439,116,HASH_MAP
5136,0.214,0.443,57,TREE_MAP
4848,0.404,0.077,54,SINGLY_LINKED_LIST
29808,0.621,0.009,11,SINGLY_LINKED_LIST
38256,0.797,0.049,573,HASH_MAP
4032,0.672,0.188,21,SEQUENCE
42864,0.893,0.37,709,SINGLY_LINKED_LIST
9648,0.201,0.41,96,SEQUENCE
5328,0.888,0.039,3,SINGLY_LINKED_LIST
2064,0.172,0.169,35,TREE_MAP
14352,0.299,0.195,241,TREE_MAP
144,0.03,0.367,1,SEQUENCE
10128,0.211,0.07,94,SEQUENCE
11184,0.932,0.147,119,HASH_MAP
16752,0.349,0.334,230,TREE_MAP
5328,0.444,0.423,20,HASH_MAP
35472,0.739,0.297,699,TREE_MAP
10512,0.438,0.374,179,HASH_MAP
1872,0.039,0.45,6,SINGLY_LINKED_LIST
3984,0.332,0.446,75,HASH_MAP
17136,0.714,0.17,64,SINGLY_LINKED_LIST
10128,0.844,0.471,124,HASH_MAP
144,0.15,0.061,0,SINGLY_LINKED_LIST
816,0.017,0.332,9,SINGLY_LINKED_LIST
912,0.152,0.028,3,TREE_MAP
4368,0.364,0.203,36,HASH_MAP
5328,0.444,0.445,81,SEQUENCE
5568,0.928,0.002,76,SINGLY_LINKED_LIST
14544,0.303,0.344,206,SEQUENCE
7248,0.151,0.143,74,SEQUENCE
21072,0.878,0.234,389,TREE_MAP
7728,0.161,0.141,46,HASH_MAP
18192,0.379,0.314,127,SINGLY_LINKED_LIST
41232,0.859,0.138,653,SINGLY_LINKED_LIST
8784,0.183,0.225,9,SEQUENCE
29904,0.623,0.27,287,HASH_MAP
20496,0.854,0.286,386,HASH_MAP
912,0.95,0.412,0,SINGLY_LINKED_LIST
12432,0.518,0.227,255,SINGLY_LINKED_LIST
816,0.425,0.444,1,SINGLY_LINKED_LIST
21552,0.898,0.063,147,TREE_MAP
2208,0.368,0.042,13,SINGLY_LINKED_LIST
96,0.08,0.172,0,SEQUENCE
5616,0.234,0.128,5,SEQUENCE
1104,0.092,0.207,10,HASH_MAP
29616,0.617,0.111,51,HASH_MAP
16656,0.347,0.002,112,HASH_MAP
13296,0.554,0.238,202,SINGLY_LINKED_LIST
42288,0.881,0.08,289,HASH_MAP
26256,0.547,0.424,364,HASH_MAP
9552,0.995,0.446,192,SINGLY_LINKED_LIST
19248,0.401,0.118,50,HASH_MAP
9936,0.828,0.206,58,SINGLY_LINKED_LIST
40944,0.853,0.014,802,HASH_MAP
35856,0.747,0.121,297,HASH_MAP
7152,0.596,0.322,121,SINGLY_LINKED_LIST
7248,0.302,0.089,39,SINGLY_LINKED_LIST
44976,0.937,0.297,399,HASH_MAP
4368,0.455,0.18,52,SINGLY_LINKED_LIST
4752,0.792,0.137,88,HASH_MAP
38448,0.801,0.079,169,HASH_MAP
22512,0.938,0.203,153,SEQUENCE
46512,0.969,0.393,61,SINGLY_LINKED_LIST
22608,0.942,0.459,148,HASH_MAP
10992,0.458,0.32,103,HASH_MAP
26928,0.561,0.099,300,HASH_MAP
1296,0.27,0.048,25,SINGLY_LINKED_LIST
48,0.25,0.386,0,SINGLY_LINKED_LIST
16272,0.678,0.09,255,HASH_MAP
5712,0.476,0.353,119,SINGLY_LINKED_LIST
1488,0.155,0.308,2,SINGLY_LINKED_LIST
40368,0.841,0.037,95,HASH_MAP
26832,0.559,0.293,337,HASH_MAP
4272,0.445,0.421,28,SINGLY_LINKED_LIST
21168,0.882,0.229,102,SINGLY_LINKED_LIST
47472,0.989,0.429,174,HASH_MAP
2544,0.053,0.052,23,HASH_MAP
45552,0.949,0.266,669,SINGLY_LINKED_LIST
44688,0.931,0.374,591,HASH_MAP
40848,0.851,0.302,800,HASH_MAP
2256,0.235,0.454,12,SINGLY_LINKED_LIST
4752,0.99,0.288,3,SINGLY_LINKED_LIST
12816,0.267,0.096,99,SEQUENCE
4944,0.103,0.186,2,HASH_MAP
39792,0.829,0.4,407,SINGLY_LINKED_LIST
9168,0.382,0.043,174,SEQUENCE
22512,0.938,0.313,270,TREE_MAP
5424,0.226,0.377,40,HASH_MAP
10512,0.876,0.447,50,SINGLY_LINKED_LIST
24048,0.501,0.006,8,SINGLY_LINKED_LIST
10512,0.438,0.259,209,SEQUENCE
7824,0.652,0.151,38,SINGLY_LINKED_LIST
20784,0.866,0.329,297,TREE_MAP
816,0.085,0.126,10,SINGLY_LINKED_LIST
10416,0.434,0.113,154,HASH_MAP
29712,0.619,0.077,562,HASH_MAP
8592,0.358,0.347,20,HASH_MAP
7728,0.644,0.235,26,SINGLY_LINKED_LIST
20304,0.423,0.475,261,HASH_MAP
4992,0.832,0.307,104,HASH_MAP
17232,0.359,0.298,327,TREE_MAP
5232,0.109,0.21,40,TREE_MAP
9264,0.386,0.286,186,HASH_MAP
4944,0.515,0.29,81,SEQUENCE
17424,0.726,0.011,229,SEQUENCE
12432,0.518,0.068,99,HASH_MAP
23568,0.982,0.019,451,SINGLY_LINKED_LIST
4464,0.372,0.115,32,HASH_MAP
16272,0.339,0.038,127,SINGLY_LINKED_LIST
17808,0.742,0.266,158,HASH_MAP
44208,0.921,0.054,199,SINGLY_LINKED_LIST
48,0.2,0.256,1,SINGLY_LINKED_LIST
1248,0.208,0.467,12,TREE_MAP
8688,0.362,0.372,144,SEQUENCE
3984,0.166,0.382,53,SINGLY_LINKED_LIST
32016,0.667,0.092,495,HASH_MAP
8496,0.177,0.338,162,SEQUENCE
13008,0.271,0.156,112,HASH_MAP
31344,0.653,0.176,572,SEQUENCE
5616,0.234,0.272,67,SINGLY_LINKED_LIST
2544,0.424,0.254,45,HASH_MAP
35184,0.733,0.276,150,SINGLY_LINKED_LIST
1968,0.205,0.247,39,HASH_MAP
144,0.003,0.062,1,TREE_MAP
13488,0.562,0.186,205,HASH_MAP
1872,0.39,0.254,15,SINGLY_LINKED_LIST
4176,0.696,0.359,4,TREE_MAP
11856,0.988,0.034,176,SINGLY_LINKED_LIST
336,0.35,0.007,6,SINGLY_LINKED_LIST
528,0.011,0.169,7,SINGLY_LINKED_LIST
528,0.55,0.177,7,SINGLY_LINKED_LIST
7632,0.795,0.453,25,SINGLY_LINKED_LIST
11856,0.988,0.028,145,SINGLY_LINKED_LIST
33264,0.693,0.321,130,TREE_MAP
1872,0.39,0.194,10,SEQUENCE
20304,0.423,0.463,330,HASH_MAP
3984,0.166,0.42,76,SEQUENCE
29904,0.623,0.135,569,TREE_MAP
38064,0.793,0.11,515,HASH_MAP
27024,0.563,0.177,116,HASH_MAP
3216,0.134,0.015,24,SINGLY_LINKED_LIST
336,0.07,0.018,1,SEQUENCE
17136,0.714,0.448,22,HASH_MAP
2064,0.86,0.279,6,SINGLY_LINKED_LIST
14928,0.311,0.448,13,SINGLY_LINKED_LIST
24528,0.511,0.377,48,HASH_MAP
1872,0.39,0.254,28,SINGLY_LINKED_LIST
18096,0.377,0.032,234,TREE_MAP
19728,0.411,0.036,174,SEQUENCE
5616,0.117,0.32,45,SEQUENCE
10032,0.209,0.169,112,SEQUENCE
22512,0.469,0.448,32,TREE_MAP
1296,0.054,0.179,21,SEQUENCE
528,0.011,0.459,2,SEQUENCE
2352,0.196,0.022,7,SINGLY_LINKED_LIST
6288,0.262,0.072,11,HASH_MAP
2064,0.215,0.005,32,HASH_MAP
9648,0.402,0.103,20,SEQUENCE
23184,0.966,0.428,315,SINGLY_LINKED_LIST
2832,0.059,0.321,13,SEQUENCE
528,0.055,0.263,3,HASH_MAP
37776,0.787,0.094,705,TREE_MAP
1392,0.029,0.193,24,TREE_MAP
8688,0.724,0.135,25,SINGLY_LINKED_LIST
8208,0.342,0.262,137,HASH_MAP
28656,0.597,0.261,22,SINGLY_LINKED_LIST
5328,0.222,0.095,31,SINGLY_LINKED_LIST
6576,0.137,0.472,91,SEQUENCE
1104,0.575,0.056,3,SINGLY_LINKED_LIST
21168,0.882,0.427,86,TREE_MAP
19536,0.407,0.328,343,HASH_MAP
40944,0.853,0.188,761,HASH_MAP
23568,0.982,0.439,401,SINGLY_LINKED_LIST
3024,0.504,0.299,17,SEQUENCE
36432,0.759,0.246,533,SINGLY_LINKED_LIST
43728,0.911,0.33,21,HASH_MAP
1104,0.92,0.327,2,SINGLY_LINKED_LIST
528,0.055,0.228,4,SINGLY_LINKED_LIST
288,0.24,0.234,1,SINGLY_LINKED_LIST
2832,0.472,0.128,26,SINGLY_LINKED_LIST
1008,0.525,0.103,14,SINGLY_LINKED_LIST
4896,0.816,0.218,30,SINGLY_LINKED_LIST
2832,0.118,0.092,48,SEQUENCE
10224,0.426,0.237,154,HASH_MAP
20016,0.417,0.175,33,HASH_MAP
40272,0.839,0.061,173,SINGLY_LINKED_LIST
5328,0.111,0.301,14,TREE_MAP
17616,0.367,0.007,311,HASH_MAP
3792,0.79,0.393,48,HASH_MAP
40752,0.849,0.077,616,TREE_MAP
7152,0.596,0.283,97,HASH_MAP
36816,0.767,0.411,587,TREE_MAP
9072,0.378,0.195,137,HASH_MAP
20112,0.419,0.061,16,SINGLY_LINKED_LIST
23856,0.994,0.232,116,TREE_MAP
20976,0.874,0.097,406,HASH_MAP
45264,0.943,0.018,171,SINGLY_LINKED_LIST
1872,0.156,0.47,29,SEQUENCE
8688,0.362,0.107,163,SEQUENCE
32976,0.687,0.099,43,HASH_MAP
15792,0.329,0.199,22,TREE_MAP
2448,0.255,0.032,25,HASH_MAP
1584,0.033,0.2,8,TREE_MAP
144,0.012,0.091,0,SINGLY_LINKED_LIST
8496,0.885,0.064,78,SINGLY_LINKED_LIST
4368,0.364,0.122,51,HASH_MAP
3888,0.648,0.38,60,SEQUENCE
5616,0.234,0.203,18,SEQUENCE
1584,0.165,0.034,13,TREE_MAP
4848,0.202,0.267,36,HASH_MAP
3696,0.308,0.234,51,SINGLY_LINKED_LIST
18864,0.393,0.344,176,TREE_MAP
11856,0.988,0.163,33,SINGLY_LINKED_LIST
47376,0.987,0.395,689,TREE_MAP
11088,0.231,0.347,58,SEQUENCE
1296,0.675,0.259,20,SEQUENCE
18672,0.778,0.161,263,TREE_MAP
9456,0.985,0.357,171,SINGLY_LINKED_LIST
1392,0.145,0.262,17,SEQUENCE
42768,0.891,0.114,794,HASH_MAP
48,0.04,0.23,0,SINGLY_LINKED_LIST
14928,0.622,0.324,150,SEQUENCE
39888,0.831,0.396,22,SINGLY_LINKED_LIST
31344,0.653,0.051,287,HASH_MAP
10704,0.892,0.102,74,SINGLY_LINKED_LIST
27408,0.571,0.475,315,HASH_MAP
912,0.076,0.291,10,TREE_MAP
7248,0.151,0.042,18,SINGLY_LINKED_LIST
40752,0.849,0.088,558,HASH_MAP
864,0.72,0.166,16,SINGLY_LINKED_LIST
6576,0.685,0.224,122,HASH_MAP
624,0.013,0.468,2,SEQUENCE
20496,0.427,0.012,391,HASH_MAP
2352,0.392,0.252,2,SINGLY_LINKED_LIST
816,0.68,0.377,7,SINGLY_LINKED_LIST
528,0.22,0.148,10,SINGLY_LINKED_LIST
12432,0.259,0.363,47,HASH_MAP
2448,0.204,0.002,29,SINGLY_LINKED_LIST
8112,0.169,0.379,91,HASH_MAP
912,0.076,0.232,7,SINGLY_LINKED_LIST
14544,0.606,0.423,136,HASH_MAP
1824,0.304,0.177,1,SINGLY_LINKED_LIST
240,0.625,0.07,2,SINGLY_LINKED_LIST
13968,0.582,0.358,265,HASH_MAP
1584,0.066,0.162,9,SINGLY_LINKED_LIST
13008,0.542,0.143,196,HASH_MAP
26928,0.561,0.304,136,SINGLY_LINKED_LIST
44208,0.921,0.052,204,SINGLY_LINKED_LIST
3312,0.276,0.095,54,TREE_MAP
432,0.045,0.176,4,SINGLY_LINKED_LIST
44304,0.923,0.148,254,SINGLY_LINKED_LIST
4368,0.91,0.343,71,SINGLY_LINKED_LIST
15984,0.666,0.022,22,SEQUENCE
23664,0.493,0.281,385,HASH_MAP
29328,0.611,0.12,506,HASH_MAP
16272,0.339,0.102,8,SEQUENCE
336,0.035,0.192,2,HASH_MAP
29904,0.623,0.23,584,HASH_MAP
11952,0.249,0.423,87,SEQUENCE
20304,0.423,0.443,88,TREE_MAP
18768,0.782,0.01,44,HASH_MAP
9072,0.378,0.44,72,SEQUENCE
336,0.07,0.372,0,SINGLY_LINKED_LIST
9936,0.207,0.38,177,SEQUENCE
36336,0.757,0.335,515,HASH_MAP
15696,0.327,0.369,80,HASH_MAP
7056,0.294,0.07,135,SINGLY_LINKED_LIST
3504,0.146,0.023,28,SEQUENCE
34512,0.719,0.069,204,SINGLY_LINKED_LIST
23376,0.487,0.155,352,HASH_MAP
4272,0.89,0.366,32,SINGLY_LINKED_LIST
192,0.16,0.267,0,SINGLY_LINKED_LIST
14928,0.622,0.353,65,SINGLY_LINKED_LIST
21744,0.906,0.436,102,TREE_MAP
6768,0.141,0.448,114,TREE_MAP
5616,0.468,0.095,40,HASH_MAP
3696,0.154,0.425,1,TREE_MAP
3072,0.512,0.278,30,SINGLY_LINKED_LIST
26832,0.559,0.479,458,HASH_MAP
18192,0.379,0.327,378,HASH_MAP
816,0.34,0.416,7,SINGLY_LINKED_LIST
144,0.3,0.449,1,SINGLY_LINKED_LIST
8208,0.342,0.277,5,SINGLY_LINKED_LIST
48,0.01,0.451,0,SINGLY_LINKED_LIST
15888,0.331,0.288,17,TREE_MAP
9456,0.394,0.193,88,HASH_MAP
11472,0.956,0.2,208,SINGLY_LINKED_LIST
34608,0.721,0.233,41,HASH_MAP
2496,0.416,0.028,16,TREE_MAP
16272,0.678,0.062,202,SEQUENCE
22512,0.469,0.083,53,TREE_MAP
21456,0.894,0.257,239,TREE_MAP
2832,0.059,0.158,21,HASH_MAP
10992,0.229,0.07,1,SINGLY_LINKED_LIST
38448,0.801,0.426,139,SINGLY_LINKED_LIST
2352,0.392,0.441,8,SINGLY_LINKED_LIST
96,0.4,0.069,1,SINGLY_LINKED_LIST
30864,0.643,0.309,487,HASH_MAP
1392,0.029,0.386,9,SINGLY_LINKED_LIST
14256,0.594,0.324,25,SEQUENCE
32976,0.687,0.285,357,HASH_MAP
15504,0.323,0.299,0,SINGLY_LINKED_LIST
9168,0.191,0.201,128,SINGLY_LINKED_LIST
9264,0.772,0.21,175,SEQUENCE
5424,0.226,0.048,109,HASH_MAP
672,0.112,0.453,1,SINGLY_LINKED_LIST
41712,0.869,0.387,490,HASH_MAP
16848,0.702,0.337,308,HASH_MAP
2688,0.448,0.338,51,SINGLY_LINKED_LIST
8784,0.183,0.443,105,HASH_MAP
10704,0.892,0.36,134,SINGLY_LINKED_LIST
8496,0.177,0.479,163,TREE_MAP
6576,0.685,0.081,70,SINGLY_LINKED_LIST
7632,0.318,0.094,23,HASH_MAP
34128,0.711,0.446,313,SINGLY_LINKED_LIST
8304,0.865,0.063,15,SINGLY_LINKED_LIST
28656,0.597,0.402,326,HASH_MAP
21072,0.439,0.016,75,HASH_MAP
9648,0.402,0.368,167,SINGLY_LINKED_LIST
26736,0.557,0.324,364,HASH_MAP
528,0.088,0.03,3,SINGLY_LINKED_LIST
7728,0.161,0.37,151,TREE_MAP
7056,0.735,0.242,108,SINGLY_LINKED_LIST
2208,0.368,0.167,2,SINGLY_LINKED_LIST
12144,0.506,0.252,187,SEQUENCE
5712,0.119,0.067,53,HASH_MAP
42576,0.887,0.073,410,HASH_MAP
8496,0.177,0.206,114,HASH_MAP
44592,0.929,0.294,702,HASH_MAP
1104,0.023,0.36,8,SINGLY_LINKED_LIST
27312,0.569,0.292,85,SEQUENCE
2352,0.98,0.062,44,SINGLY_LINKED_LIST
19632,0.818,0.143,110,SEQUENCE
10704,0.446,0.331,39,HASH_MAP
29712,0.619,0.218,278,HASH_MAP
27408,0.571,0.113,295,HASH_MAP
5472,0.912,0.271,34,SINGLY_LINKED_LIST
45552,0.949,0.081,409,HASH_MAP
3504,0.365,0.227,4,HASH_MAP
18576,0.387,0.219,95,HASH_MAP
13488,0.562,0.104,205,SINGLY_LINKED_LIST
22608,0.471,0.312,153,HASH_MAP
3024,0.063,0.332,30,HASH_MAP
43152,0.899,0.351,128,SINGLY_LINKED_LIST
45648,0.951,0.101,478,HASH_MAP
9552,0.995,0.407,146,SINGLY_LINKED_LIST
30672,0.639,0.443,611,HASH_MAP
7632,0.636,0.234,140,TREE_MAP
21744,0.906,0.374,197,SINGLY_LINKED_LIST
20016,0.417,0.435,338,HASH_MAP
1632,0.272,0.083,4,SINGLY_LINKED_LIST
34896,0.727,0.414,316,HASH_MAP
9264,0.193,0.042,53,SEQUENCE
24048,0.501,0.363,330,HASH_MAP
864,0.72,0.453,5,SINGLY_LINKED_LIST
1872,0.078,0.119,13,SINGLY_LINKED_LIST
44976,0.937,0.323,545,HASH_MAP
1488,0.775,0.327,24,SEQUENCE
3216,0.268,0.135,20,SINGLY_LINKED_LIST
3888,0.324,0.403,74,SINGLY_LINKED_LIST
19632,0.818,0.016,378,HASH_MAP
31728,0.661,0.298,177,SINGLY_LINKED_LIST
37392,0.779,0.475,59,SINGLY_LINKED_LIST
16752,0.349,0.174,277,HASH_MAP
13488,0.562,0.106,271,SINGLY_LINKED_LIST
144,0.006,0.262,2,TREE_MAP
20976,0.874,0.309,108,SINGLY_LINKED_LIST
17232,0.359,0.24,343,HASH_MAP
21936,0.457,0.348,21,SINGLY_LINKED_LIST
48,0.5,0.401,1,SINGLY_LINKED_LIST
3312,0.552,0.312,32,SINGLY_LINKED_LIST
33648,0.701,0.387,141,TREE_MAP
2448,0.102,0.463,47,HASH_MAP
3504,0.292,0.353,12,SINGLY_LINKED_LIST
912,0.076,0.442,13,SINGLY_LINKED_LIST
10224,0.213,0.259,105,HASH_MAP
144,0.12,0.445,0,SINGLY_LINKED_LIST
4608,0.768,0.162,90,SINGLY_LINKED_LIST
9648,0.402,0.136,75,HASH_MAP
2352,0.098,0.446,14,SEQUENCE
8784,0.183,0.068,167,HASH_MAP
8784,0.915,0.098,109,SINGLY_LINKED_LIST
33072,0.689,0.298,683,HASH_MAP
9936,0.414,0.245,96,SINGLY_LINKED_LIST
624,0.26,0.302,2,SINGLY_LINKED_LIST
26928,0.561,0.451,75,HASH_MAP
1872,0.156,0.262,5,HASH_MAP
9264,0.193,0.297,29,SEQUENCE
23472,0.978,0.063,442,TREE_MAP
22128,0.461,0.427,456,HASH_MAP
1584,0.066,0.18,18,SEQUENCE
6096,0.508,0.407,22,SINGLY_LINKED_LIST
912,0.19,0.127,16,SINGLY_LINKED_LIST
35952,0.749,0.099,444,HASH_MAP
22416,0.934,0.35,411,HASH_MAP
4752,0.198,0.206,4,SINGLY_LINKED_LIST
24816,0.517,0.434,181,HASH_MAP
672,0.56,0.249,0,SINGLY_LINKED_LIST
23664,0.493,0.448,67,SEQUENCE
40368,0.841,0.06,62,HASH_MAP
12336,0.257,0.402,20,SINGLY_LINKED_LIST
336,0.7,0.062,6,SINGLY_LINKED_LIST
36912,0.769,0.395,612,HASH_MAP
6384,0.266,0.111,73,SEQUENCE
2256,0.094,0.22,29,SEQUENCE
144,0.12,0.236,3,SINGLY_LINKED_LIST
3744,0.624,0.086,27,SEQUENCE
4464,0.744,0.342,30,SINGLY_LINKED_LIST
7056,0.588,0.315,110,SINGLY_LINKED_LIST
1392,0.725,0.024,9,SINGLY_LINKED_LIST
1872,0.078,0.439,3,SINGLY_LINKED_LIST
5712,0.595,0.327,112,HASH_MAP
10896,0.908,0.388,171,HASH_MAP
29136,0.607,0.45,76,SINGLY_LINKED_LIST
336,0.28,0.372,3,SINGLY_LINKED_LIST
192,0.16,0.007,1,SINGLY_LINKED_LIST
23664,0.986,0.231,432,SINGLY_LINKED_LIST
20976,0.437,0.264,182,TREE_MAP
8016,0.334,0.032,29,HASH_MAP
48,0.008,0.366,1,SEQUENCE
9552,0.995,0.134,23,SINGLY_LINKED_LIST
1392,0.232,0.019,25,SINGLY_LINKED_LIST
7152,0.596,0.339,43,SINGLY_LINKED_LIST
15024,0.626,0.158,301,TREE_MAP
1296,0.027,0.192,3,SINGLY_LINKED_LIST
5856,0.976,0.347,68,SINGLY_LINKED_LIST
11376,0.948,0.026,86,SINGLY_LINKED_LIST
28656,0.597,0.426,539,HASH_MAP
11472,0.956,0.341,37,SINGLY_LINKED_LIST
40176,0.837,0.133,78,HASH_MAP
4368,0.91,0.264,67,SINGLY_LINKED_LIST
30768,0.641,0.188,427,TREE_MAP
4224,0.704,0.364,47,HASH_MAP
20112,0.838,0.088,154,TREE_MAP
46896,0.977,0.468,906,SINGLY_LINKED_LIST
144,0.012,0.263,2,HASH_MAP
96,0.016,0.028,1,SINGLY_LINKED_LIST
9552,0.398,0.267,18,SINGLY_LINKED_LIST
23856,0.994,0.018,399,HASH_MAP
21072,0.878,0.204,11,SINGLY_LINKED_LIST
3744,0.624,0.297,13,HASH_MAP
34896,0.727,0.005,567,TREE_MAP
25968,0.541,0.216,41,SINGLY_LINKED_LIST
21936,0.914,0.272,224,SEQUENCE
8784,0.183,0.408,159,HASH_MAP
7824,0.815,0.29,74,TREE_MAP
42672,0.889,0.101,761,SINGLY_LINKED_LIST
3168,0.528,0.427,59,HASH_MAP
23472,0.978,0.061,368,SEQUENCE
7152,0.596,0.038,148,HASH_MAP
432,0.45,0.117,6,SINGLY_LINKED_LIST
28848,0.601,0.035,569,HASH_MAP
816,0.17,0.223,3,SEQUENCE
48,0.005,0.12,1,SINGLY_LINKED_LIST
4752,0.396,0.208,83,SINGLY_LINKED_LIST
3312,0.276,0.307,34,SEQUENCE
15024,0.313,0.171,23,TREE_MAP
10704,0.892,0.373,62,HASH_MAP
8592,0.179,0.312,115,TREE_MAP
3984,0.664,0.22,78,SEQUENCE
7248,0.151,0.48,87,SEQUENCE
7152,0.149,0.072,99,SEQUENCE
1488,0.31,0.401,29,SEQUENCE
6096,0.635,0.438,58,HASH_MAP
6192,0.516,0.139,82,TREE_MAP
4848,0.202,0.32,87,SINGLY_LINKED_LIST
2544,0.53,0.172,8,TREE_MAP
5664,0.944,0.077,55,SEQUENCE
8496,0.885,0.184,27,SINGLY_LINKED_LIST
4512,0.752,0.416,26,TREE_MAP
48,0.001,0.156,0,SINGLY_LINKED_LIST
144,0.012,0.051,3,SEQUENCE
2256,0.047,0.183,16,TREE_MAP
4656,0.97,0.414,53,SINGLY_LINKED_LIST
18768,0.391,0.4,173,TREE_MAP
4608,0.768,0.4,96,HASH_MAP
17232,0.718,0.269,52,TREE_MAP
3264,0.544,0.177,22,HASH_MAP
6192,0.258,0.019,121,SEQUENCE
2448,0.204,0.354,12,SINGLY_LINKED_LIST
10512,0.438,0.369,129,HASH_MAP
14736,0.307,0.317,27,SINGLY_LINKED_LIST
5424,0.226,0.3,92,HASH_MAP
46416,0.967,0.068,440,HASH_MAP
9456,0.197,0.079,101,HASH_MAP
24624,0.513,0.318,70,TREE_MAP
624,0.325,0.073,6,SINGLY_LINKED_LIST
1632,0.272,0.253,28,TREE_MAP
7824,0.326,0.226,18,HASH_MAP
3504,0.365,0.439,50,SINGLY_LINKED_LIST
21936,0.457,0.222,299,HASH_MAP
192,0.8,0.323,0,SINGLY_LINKED_LIST
24624,0.513,0.454,406,SEQUENCE
3504,0.73,0.225,70,SEQUENCE
2256,0.047,0.415,39,SEQUENCE
7536,0.785,0.116,131,HASH_MAP
4608,0.768,0.453,68,HASH_MAP
37776,0.787,0.277,474,SINGLY_LINKED_LIST
7536,0.628,0.217,21,HASH_MAP
2832,0.295,0.034,11,HASH_MAP
44208,0.921,0.059,432,SINGLY_LINKED_LIST
1008,0.525,0.13,1,SINGLY_LINKED_LIST
7248,0.302,0.346,127,SEQUENCE
912,0.19,0.158,19,SINGLY_LINKED_LIST
41424,0.863,0.038,29,HASH_MAP
17424,0.726,0.258,153,SINGLY_LINKED_LIST
18768,0.391,0.167,137,HASH_MAP
15408,0.642,0.09,232,HASH_MAP
10032,0.209,0.455,161,SEQUENCE
6576,0.137,0.141,128,HASH_MAP
14928,0.311,0.287,294,TREE_MAP
32016,0.667,0.386,196,HASH_MAP
7824,0.163,0.276,94,SINGLY_LINKED_LIST
22224,0.463,0.395,242,HASH_MAP
45072,0.939,0.354,730,HASH_MAP
5568,0.928,0.345,106,SINGLY_LINKED_LIST
37872,0.789,0.414,147,SINGLY_LINKED_LIST
3696,0.077,0.394,18,TREE_MAP
624,0.65,0.1,10,SINGLY_LINKED_LIST
4464,0.372,0.451,61,HASH_MAP
25872,0.539,0.18,442,TREE_MAP
